IDACCOUNT;USERNAME;NOMBRE_EJECUTIVO;EQUIPO;JEFE_AREA;NOMBRE_USUARIO_JEFE_AREA
3350-81;aqsolar;Andrea Paulina Solar Quiroga;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
7397-57;ckmontoya;Cristóbal Ignacio Montoya Klein;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
1976-18;mcgazmuri;Matías Felipe Gazmuri Correa;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
4254-58;lucorvalan;Luis Felipe Corvalán Urrutia;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
3760-66;amgazitua;Ana Sofía Gazitúa Morales;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
2374-58;pwfernandez;Paulina Andrea Fernández Wood;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
6756-34;dlfontaine;Daniela Carolina Fontaine Lagos;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
3344-68;glvergara;Gonzalo Patricio Vergara Lyon;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
6410-13;cuvaldes;Camila Antonia Valdés Urrutia;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
8570-75;rvprieto;Rodrigo Esteban Prieto Valenzuela;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
2498-26;mcdelano;María Elena Délano Cruz;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
2279-74;vphuneeus;Verónica Alejandra Huneeus Prado;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
6438-97;cmvillalobos;Catalina Andrea Villalobos Montt;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
7825-37;mtovalle;María Constanza Ovalle Tagle;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
4407-60;mmecheverria;María Fernanda Echeverría Montoya;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
6394-27;mdibanez;María Loreto Ibáñez Del Solar;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
7032-32;lcvial;Lorena Marcela Vial Cifuentes;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
7704-67;srbalmaceda;Sebastián Andrés Balmaceda Ríos;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
4413-56;npsubercaseaux;Natalia Beatriz Subercaseaux Prado;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
5709-19;flearrzuriz;Felipe Joaquín Errázuriz Lagos;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
3517-57;nseyzaguirre;Natalia Fernanda Eyzaguirre Soto;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
1326-81;smfigueroa;Sebastián Ignacio Figueroa Montt;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
6242-35;hlhurtado;Héctor Manuel Hurtado Larraín;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
7931-22;csundurraga;Carolina Isabel Undurraga Soto;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
2345-52;cpbascunan;Claudia Patricia Bascuñán Puelma;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
9791-35;alsanmartin;Ana Paula San Martín Loyola;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
6953-48;frzanartu;Francisca Ignacia Zañartu Rivas;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
2628-37;jpmendendez;Joaquín Sebastián Menéndez Prado;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
6910-75;vcalywin;Vicente Tomás Aylwin Cáceres;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
5517-10;jmchadwick;Javier Nicolás Chadwick Morales;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
8321-57;avlarrain;Alejandro Ignacio Larraín Valdés;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
1133-71;mwarancibia;María José Arancibia Walker;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
4043-31;rfdelrio;Rodrigo Patricio Del Río Fuentes;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
3391-73;ehmatte;Esteban Alonso Matte Herrera;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
3584-20;frtocornal;Felipe Esteban Tocornal Ruiz;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
2369-81;mfmontt;María Ignacia Montt Ferrada;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
3326-62;mvbarros;Mauricio Andrés Barros Varela;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
9026-42;rputrrutia;Ricardo Sebastián Urrutia Peña;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
9314-67;cscovarrubias;Claudia Beatriz Covarrubias Silva;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
2697-12;gpvicuna;Gonzalo Esteban Vicuña Pérez;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
9576-95;pfleniz;Paula Verónica Léniz Figueroa;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
3106-42;pfleniz;Paula Verónica Léniz Figueroa;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
6015-32;gpvicuna;Gonzalo Esteban Vicuña Pérez;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
7140-21;cscovarrubias;Claudia Beatriz Covarrubias Silva;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
4312-93;rputrrutia;Ricardo Sebastián Urrutia Peña;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
3371-21;mvbarros;Mauricio Andrés Barros Varela;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
1705-62;mfmontt;María Ignacia Montt Ferrada;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
8449-93;ehmatte;Esteban Alonso Matte Herrera;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
3056-52;frtocornal;Felipe Esteban Tocornal Ruiz;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
1226-40;rfdelrio;Rodrigo Patricio Del Río Fuentes;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
2083-31;mwarancibia;María José Arancibia Walker;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
1703-99;avlarrain;Alejandro Ignacio Larraín Valdés;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
2630-17;nseyzaguirre;Natalia Fernanda Eyzaguirre Soto;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
5407-15;jmchadwick;Javier Nicolás Chadwick Morales;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
3015-41;vcalywin;Vicente Tomás Aylwin Cáceres;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
2371-31;flearrzuriz;Felipe Joaquín Errázuriz Lagos;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
5357-32;smfigueroa;Sebastián Ignacio Figueroa Montt;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
8308-42;jpmendendez;Joaquín Sebastián Menéndez Prado;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
3072-41;frzanartu;Francisca Ignacia Zañartu Rivas;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
7610-64;npsubercaseaux;Natalia Beatriz Subercaseaux Prado;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
7914-85;alsanmartin;Ana Paula San Martín Loyola;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
3939-29;hlhurtado;Héctor Manuel Hurtado Larraín;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
1032-83;csundurraga;Carolina Isabel Undurraga Soto;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
9198-37;cpbascunan;Claudia Patricia Bascuñán Puelma;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
6693-61;lcvial;Lorena Marcela Vial Cifuentes;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
3323-15;srbalmaceda;Sebastián Andrés Balmaceda Ríos;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
6604-92;mdibanez;María Loreto Ibáñez Del Solar;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
3625-80;mmecheverria;María Fernanda Echeverría Montoya;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
4142-99;mtovalle;María Constanza Ovalle Tagle;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
2998-27;rvprieto;Rodrigo Esteban Prieto Valenzuela;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
2231-11;cmvillalobos;Catalina Andrea Villalobos Montt;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
4883-63;mcdelano;María Elena Délano Cruz;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
2700-31;vphuneeus;Verónica Alejandra Huneeus Prado;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
6981-17;glvergara;Gonzalo Patricio Vergara Lyon;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
7046-26;cuvaldes;Camila Antonia Valdés Urrutia;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
8144-19;dlfontaine;Daniela Carolina Fontaine Lagos;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
4901-34;pwfernandez;Paulina Andrea Fernández Wood;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
4098-93;lucorvalan;Luis Felipe Corvalán Urrutia;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
3254-57;amgazitua;Ana Sofía Gazitúa Morales;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
8605-21;mcgazmuri;Matías Felipe Gazmuri Correa;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
9922-27;ckmontoya;Cristóbal Ignacio Montoya Klein;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
8374-83;prirarrazaval;Pablo Andrés Irarrázaval Ríos;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
7893-38;aqsolar;Andrea Paulina Solar Quiroga;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
8544-81;tflabbe;Tomás Eduardo Labbé Fuenzalida;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
7866-23;ckcifuentes;Cristian Eduardo Cifuentes Klein;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
7716-65;dvlatorre;Daniela Sofía Latorre Valdés;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
9360-34;irbarrenechea;Ignacio Tomás Barrenechea Rojas;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
3667-17;iszaldivar;Ignacio Benjamín Zaldívar Soto;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
4046-69;avlecaros;Alonso Martín Lecaros Vega;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
4810-38;msgarciahuidobro;María Paz García-Huidobro Silva;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
1867-54;mdlarraechea;María Angélica Larraechea Díaz;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
6245-78;msgarciahuidobro;María Paz García-Huidobro Silva;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
8412-45;mdlarraechea;María Angélica Larraechea Díaz;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
7491-16;iszaldivar;Ignacio Benjamín Zaldívar Soto;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
7083-77;ckmontoya;Cristóbal Ignacio Montoya Klein;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
3784-37;avlecaros;Alonso Martín Lecaros Vega;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
1065-23;aqsolar;Andrea Paulina Solar Quiroga;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
3260-45;mcgazmuri;Matías Felipe Gazmuri Correa;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
7839-94;prirarrazaval;Pablo Andrés Irarrázaval Ríos;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
2591-32;ckcifuentes;Cristian Eduardo Cifuentes Klein;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
6422-82;irbarrenechea;Ignacio Tomás Barrenechea Rojas;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
7024-53;tflabbe;Tomás Eduardo Labbé Fuenzalida;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
5324-20;dvlatorre;Daniela Sofía Latorre Valdés;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
5619-70;dlfontaine;Daniela Carolina Fontaine Lagos;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
5195-26;amgazitua;Ana Sofía Gazitúa Morales;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
9143-67;vphuneeus;Verónica Alejandra Huneeus Prado;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
6335-81;mcdelano;María Elena Délano Cruz;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
3432-80;glvergara;Gonzalo Patricio Vergara Lyon;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
2130-79;cuvaldes;Camila Antonia Valdés Urrutia;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
9764-64;lucorvalan;Luis Felipe Corvalán Urrutia;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
8234-26;pwfernandez;Paulina Andrea Fernández Wood;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
2742-26;cmvillalobos;Catalina Andrea Villalobos Montt;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
1269-89;rvprieto;Rodrigo Esteban Prieto Valenzuela;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
7316-76;mtovalle;María Constanza Ovalle Tagle;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
8682-66;cpbascunan;Claudia Patricia Bascuñán Puelma;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
7026-27;srbalmaceda;Sebastián Andrés Balmaceda Ríos;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
3434-45;mdibanez;María Loreto Ibáñez Del Solar;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
5991-49;csundurraga;Carolina Isabel Undurraga Soto;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
6907-40;alsanmartin;Ana Paula San Martín Loyola;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
8538-90;hlhurtado;Héctor Manuel Hurtado Larraín;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
8388-56;jpmendendez;Joaquín Sebastián Menéndez Prado;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
8260-76;mmecheverria;María Fernanda Echeverría Montoya;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
6195-33;frzanartu;Francisca Ignacia Zañartu Rivas;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
6094-67;npsubercaseaux;Natalia Beatriz Subercaseaux Prado;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
4395-50;lcvial;Lorena Marcela Vial Cifuentes;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
2212-62;smfigueroa;Sebastián Ignacio Figueroa Montt;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
7326-51;rputrrutia;Ricardo Sebastián Urrutia Peña;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
2066-39;cscovarrubias;Claudia Beatriz Covarrubias Silva;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
7089-41;gpvicuna;Gonzalo Esteban Vicuña Pérez;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
7399-23;flearrzuriz;Felipe Joaquín Errázuriz Lagos;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
9870-69;mvbarros;Mauricio Andrés Barros Varela;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
7785-45;pfleniz;Paula Verónica Léniz Figueroa;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
3444-62;mwarancibia;María José Arancibia Walker;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
9350-12;rfdelrio;Rodrigo Patricio Del Río Fuentes;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
3845-33;ehmatte;Esteban Alonso Matte Herrera;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
8185-55;frtocornal;Felipe Esteban Tocornal Ruiz;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
3307-91;mfmontt;María Ignacia Montt Ferrada;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
1407-70;vcalywin;Vicente Tomás Aylwin Cáceres;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
8620-25;avlarrain;Alejandro Ignacio Larraín Valdés;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
2913-20;nseyzaguirre;Natalia Fernanda Eyzaguirre Soto;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
6283-49;jmchadwick;Javier Nicolás Chadwick Morales;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
3098-78;avlarrain;Alejandro Ignacio Larraín Valdés;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
4171-61;jmchadwick;Javier Nicolás Chadwick Morales;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
1703-29;nseyzaguirre;Natalia Fernanda Eyzaguirre Soto;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
7443-89;vcalywin;Vicente Tomás Aylwin Cáceres;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
1324-74;mfmontt;María Ignacia Montt Ferrada;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
3936-54;frtocornal;Felipe Esteban Tocornal Ruiz;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
6043-10;ehmatte;Esteban Alonso Matte Herrera;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
7988-88;rfdelrio;Rodrigo Patricio Del Río Fuentes;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
7502-66;pfleniz;Paula Verónica Léniz Figueroa;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
8120-18;mwarancibia;María José Arancibia Walker;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
6651-12;gpvicuna;Gonzalo Esteban Vicuña Pérez;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
5711-72;flearrzuriz;Felipe Joaquín Errázuriz Lagos;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
6443-32;mvbarros;Mauricio Andrés Barros Varela;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
4749-44;cscovarrubias;Claudia Beatriz Covarrubias Silva;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
5594-52;rputrrutia;Ricardo Sebastián Urrutia Peña;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
8241-77;npsubercaseaux;Natalia Beatriz Subercaseaux Prado;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
3070-73;lcvial;Lorena Marcela Vial Cifuentes;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
9924-95;frzanartu;Francisca Ignacia Zañartu Rivas;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
4855-31;smfigueroa;Sebastián Ignacio Figueroa Montt;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
1541-11;mmecheverria;María Fernanda Echeverría Montoya;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
6393-89;jpmendendez;Joaquín Sebastián Menéndez Prado;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
1517-71;hlhurtado;Héctor Manuel Hurtado Larraín;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
8614-58;alsanmartin;Ana Paula San Martín Loyola;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
3308-25;csundurraga;Carolina Isabel Undurraga Soto;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
7190-54;mdibanez;María Loreto Ibáñez Del Solar;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
9400-28;srbalmaceda;Sebastián Andrés Balmaceda Ríos;Inversiones Retail Grandes-VIP - Equipo 1;Alejandro Ignacio Del Valle Montt;amdelvalle
4256-94;lucorvalan;Luis Felipe Corvalán Urrutia;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
7944-86;pwfernandez;Paulina Andrea Fernández Wood;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
5129-94;rvprieto;Rodrigo Esteban Prieto Valenzuela;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
1968-29;mtovalle;María Constanza Ovalle Tagle;Inversiones Retail Grandes-VIP - Equipo 2;María Fernanda Echeverría Walker;mwecheverria
7805-97;cpbascunan;Claudia Patricia Bascuñán Puelma;Inversiones Retail Grandes-VIP - Equipo 4;Carolina Isabel Undurraga Del Río;crundurraga
3929-66;cmvillalobos;Catalina Andrea Villalobos Montt;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
9581-83;cuvaldes;Camila Antonia Valdés Urrutia;Inversiones Retail Grandes-VIP - Equipo 3;Sebastián Patricio Errázuriz Ovalle;soerrazuriz
9715-63;glvergara;Gonzalo Patricio Vergara Lyon;Inversiones Retail Grandes-VIP - Equipo 5;Gonzalo Esteban Vicuña Swinburn;gsvicuna
